Protein,Priority Fun_GO,Orthologous,Sub_cell,.1B,.2B,.3B,.4B,.5B,.6B,.7B,.8B,.9B,.1A,.2A,.3A,.4A,.5A,.6A,.7A,.8A,.9A
YDR169C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YPR005C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR256W-A,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHR077C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJL179W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR368W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJL137C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR344W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR090W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR505C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHR136C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL002C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR524C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJR148W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YPL091W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YER071C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YML104C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR227C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDL173W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR170W-A,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YBR172C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YGL110C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR261C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR140W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR398C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR359W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDL082W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR361C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YBR255W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YER099C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJL190C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR251W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL135C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJR024C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR293W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR230W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YER055C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJR154W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL020C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YGR148C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL164C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJL123C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR262W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJR014W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YBR052C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIR004W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YAL056W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR312C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR241W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJL189W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL057C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR322C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR038C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHL001W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJR028W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOL022C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHR116W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YEL012W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJL016W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL052C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL188W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR285W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL163C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL074C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR410W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOL066C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR211W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDL001W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL277W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YGL147C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YPR137C-A,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOL159C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR513W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YKR071C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YJR098C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL119W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHL039W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR067C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR142W-A,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YGL094C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR185W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR186C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YGR194C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR363C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YBR261C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL178W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR132C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YKR074W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YER176W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YEL047C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHR203C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR222C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR441C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YKL181W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDL061C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YCL057W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL082W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YGL036W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR111W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL064W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YBL068W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL220W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YKL180W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR114C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YOR118W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR448W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR225C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR325C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
