Proteins,Ortho(O),Fun_Go(F),Sub_cell(S),O*F,F*S,O*S,O*F*S,"larg(O,F,S)"
YHR154W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR156C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR157W,0,0.143518519,0,0,0,0,0,0.143518519
YHR158C,0,0.143518519,0,0,0,0,0,0.143518519
YHR159W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHR160C,0,0.143518519,0.453391898,0,0.065070134,0,0,0.453391898
YHR161C,0,0.143518519,0.504392387,0,0.072389648,0,0,0.504392387
YHR164C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR165C,0.046925519,0.143518519,0.39238653,0.006734681,0.056314734,0.018412942,0.002642598,0.39238653
YHR166C,0.145054708,0.134259259,0.39238653,0.019474938,0.052681525,0.056917514,0.007641703,0.39238653
YHR167W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR168W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YHR169W,0.139969071,0.013888889,0.39238653,0.001944015,0.005449813,0.054921978,0.000762805,0.39238653
YHR170W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR171W,0.057230973,0.143518519,0.358223524,0.008213704,0.05141171,0.020501481,0.002942342,0.358223524
YHR172W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR174W,0.040376631,0.143518519,0.358223524,0.005794794,0.05141171,0.014463859,0.002075832,0.358223524
YHR175W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YHR177W,0,0.143518519,0,0,0,0,0,0.143518519
YHR178W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR179W,0.023818671,0.013888889,0,0.000330815,0,0,0,0.023818671
YHR180W,0,0.143518519,0,0,0,0,0,0.143518519
YHR182W,0,0.143518519,0,0,0,0,0,0.143518519
YHR183W,0,0.013888889,0.358223524,0,0.004975327,0,0,0.358223524
YHR184W,0,0.143518519,0,0,0,0,0,0.143518519
YHR185C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR186C,0,0.134259259,0.679355783,0,0.091209804,0,0,0.679355783
YHR187W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR188C,0,0.134259259,0.103953148,0,0.013956673,0,0,0.134259259
YHR190W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YHR191C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR193C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR194W,0,0.143518519,0,0,0,0,0,0.143518519
YHR195W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR196W,0.035101199,0.134259259,0.39238653,0.004712661,0.052681525,0.013773238,0.001849185,0.39238653
YHR197W,0.062181788,0.134259259,0.39238653,0.008348481,0.052681525,0.024399296,0.003275831,0.39238653
YHR198C,0,0.143518519,0,0,0,0,0,0.143518519
YHR199C,0,0.134259259,0,0,0,0,0,0.134259259
YHR200W,0,0.134259259,0,0,0,0,0,0.134259259
YHR201C,0,0.143518519,0,0,0,0,0,0.143518519
YHR203C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHR204W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YHR205W,0,0.143518519,0,0,0,0,0,0.143518519
YHR206W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR207C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR208W,0,0.143518519,0,0,0,0,0,0.143518519
YHR209W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHR211W,0,0.143518519,0,0,0,0,0,0.143518519
YHR212W-A,0,0.143518519,0,0,0,0,0,0.143518519
YHR214C-B,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR214W-A,0,0.143518519,0,0,0,0,0,0.143518519
YHR215W,0,0.143518519,0,0,0,0,0,0.143518519
YHR216W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL001W,0,0.143518519,0,0,0,0,0,0.143518519
YIL002C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL004C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YIL005W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YIL007C,0.211090712,0.134259259,0,0.028340883,0,0,0,0.211090712
YIL008W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL009C-A,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL009W,0,0.143518519,0,0,0,0,0,0.143518519
YIL010W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL011W,0,0.143518519,0,0,0,0,0,0.143518519
YIL013C,0,0.143518519,0,0,0,0,0,0.143518519
YIL014W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YIL016W,0,0.143518519,0.496339678,0,0.071233936,0,0,0.496339678
YIL018W,0.150677904,0.143518519,0.358223524,0.02162507,0.05141171,0.05397637,0.007746609,0.358223524
YIL019W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL020C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL021W,0.248481218,0.143518519,0.39238653,0.035661656,0.056314734,0.097500683,0.013993154,0.39238653
YIL022W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YIL023C,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YIL024C,0,0.143518519,0,0,0,0,0,0.143518519
YIL025C,0,0.143518519,0,0,0,0,0,0.143518519
YIL026C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL030C,0.023818671,0.143518519,0.496339678,0.00341842,0.071233936,0.011822151,0.001696698,0.496339678
YIL032C,0,0.143518519,0,0,0,0,0,0.143518519
YIL033C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL034C,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YIL035C,0,0.074074074,0,0,0,0,0,0.074074074
YIL037C,0,0.143518519,0,0,0,0,0,0.143518519
YIL038C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YIL039W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YIL040W,0,0.143518519,0.496339678,0,0.071233936,0,0,0.496339678
YIL042C,0,0.143518519,0,0,0,0,0,0.143518519
YIL045W,0,0.143518519,0,0,0,0,0,0.143518519
YIL046W,0,0.013888889,0.750610054,0,0.01042514,0,0,0.750610054
YIL047C,0.023818671,0.143518519,0.047096144,0.00341842,0.006759169,0.001121768,0.000160994,0.143518519
YIL048W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YIL049W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YIL050W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL051C,0,0.143518519,0,0,0,0,0,0.143518519
YIL053W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL054W,0,0.143518519,0,0,0,0,0,0.143518519
YIL055C,0,0.143518519,0,0,0,0,0,0.143518519
YIL059C,0,0.143518519,0,0,0,0,0,0.143518519
YIL060W,0,0.143518519,0,0,0,0,0,0.143518519
YIL061C,0.095435403,0.013888889,0.39238653,0.001325492,0.005449813,0.037447567,0.000520105,0.39238653
YIL062C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL063C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YIL065C,0,0.143518519,0,0,0,0,0,0.143518519
YIL066C,0.207187993,0.074074074,0.358223524,0.015347259,0.026535076,0.074219613,0.005497749,0.358223524
YIL068C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL070C,0,0.143518519,0,0,0,0,0,0.143518519
YIL071C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL072W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL074C,0.036610179,0.143518519,0,0.005254239,0,0,0,0.143518519
YIL075C,0.047637342,0.013888889,0,0.00066163,0,0,0,0.047637342
YIL076W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YIL077C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YIL078W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YIL079C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YIL082W-A,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL084C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL085C,0,0.143518519,0,0,0,0,0,0.143518519
YIL086C,0,0.143518519,0,0,0,0,0,0.143518519
YIL092W,0,0.143518519,0,0,0,0,0,0.143518519
YIL093C,0.046915564,0.143518519,0,0.006733252,0,0,0,0.143518519
YIL094C,0.062748399,0.134259259,0,0.008424554,0,0,0,0.134259259
YIL095W,0,0.013888889,0.358223524,0,0.004975327,0,0,0.358223524
YIL096C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL097W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL098C,0,0.143518519,0,0,0,0,0,0.143518519
YIL103W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL104C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL105C,0.043319337,0.143518519,0.487066862,0.006217127,0.069903115,0.021099414,0.003028157,0.487066862
YIL106W,0,0.134259259,0.767935578,0,0.103102462,0,0,0.767935578
YIL108W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL109C,0,0.143518519,0.59102001,0,0.084822317,0,0,0.59102001
YIL110W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL111W,0,0.143518519,0,0,0,0,0,0.143518519
YIL112W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YIL113W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YIL114C,0,0.143518519,0,0,0,0,0,0.143518519
YIL115C,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YIL117C,0,0.143518519,0,0,0,0,0,0.143518519
YIL118W,0.023818671,0.143518519,0.405319668,0.00341842,0.058170878,0.009654176,0.001385553,0.405319668
YIL119C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL120W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YIL122W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL124W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YIL125W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL126W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL128W,0.154755708,0.013888889,0.39238653,0.002149385,0.005449813,0.060724055,0.00084339,0.39238653
YIL129C,0,0.143518519,0,0,0,0,0,0.143518519
YIL130W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL131C,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YIL132C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL137C,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YIL139C,0,0.143518519,0,0,0,0,0,0.143518519
YIL140W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YIL142W,0,0.013888889,0.358223524,0,0.004975327,0,0,0.358223524
YIL143C,0.05902888,0.143518519,0.39238653,0.008471737,0.056314734,0.023162137,0.003324196,0.39238653
YIL144W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YIL145C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL147C,0.078699569,0.134259259,0.047096144,0.010566146,0.006323093,0.003706446,0.000497625,0.134259259
YIL148W,0.054213234,0.134259259,0.750610054,0.007278629,0.10077635,0.040692999,0.005463412,0.750610054
YIL149C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL150C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIL151C,0,0.143518519,0,0,0,0,0,0.143518519
YIL152W,0,0.143518519,0,0,0,0,0,0.143518519
YIL153W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL154C,0,0.143518519,0,0,0,0,0,0.143518519
YIL156W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIL157C,0,0.143518519,0,0,0,0,0,0.143518519
YIL158W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YIL159W,0,0.143518519,0,0,0,0,0,0.143518519
YIL162W,0.047637342,0.143518519,0.358223524,0.006836841,0.05141171,0.017064817,0.002449117,0.358223524
YIL163C,0,0.143518519,0,0,0,0,0,0.143518519
YIL166C,0,0.143518519,0,0,0,0,0,0.143518519
YIL169C,0,0.143518519,0,0,0,0,0,0.143518519
YIL173W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YIR001C,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YIR002C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YIR003W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YIR005W,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YIR006C,0,0.143518519,0.59102001,0,0.084822317,0,0,0.59102001
YIR008C,0.047637342,0.143518519,0,0.006836841,0,0,0,0.143518519
YIR009W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIR010W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIR011C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIR012W,0,0.143518519,0,0,0,0,0,0.143518519
YIR013C,0,0.143518519,0,0,0,0,0,0.143518519
YIR014W,0,0.143518519,0,0,0,0,0,0.143518519
YIR016W,0,0.143518519,0,0,0,0,0,0.143518519
YIR017C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIR022W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YIR023W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YIR024C,0,0.143518519,0,0,0,0,0,0.143518519
YIR025W,0,0.143518519,0,0,0,0,0,0.143518519
YIR026C,0,0.143518519,0,0,0,0,0,0.143518519
YIR027C,0,0.143518519,0,0,0,0,0,0.143518519
YIR028W,0,0.143518519,0,0,0,0,0,0.143518519
YIR033W,0,0.143518519,0,0,0,0,0,0.143518519
YIR034C,0.023818671,0.143518519,0.013421181,0.00341842,0.001926188,0.000319675,4.58792E-05,0.143518519
YIR035C,0,0.143518519,0,0,0,0,0,0.143518519
YIR036C,0,0.143518519,0,0,0,0,0,0.143518519
YIR037W,0.023818671,0.143518519,0.371644705,0.00341842,0.053337898,0.008852083,0.001270438,0.371644705
YIR038C,0.023818671,0.143518519,0.185700342,0.00341842,0.026651438,0.004423135,0.000634802,0.185700342
YIR040C,0,0.143518519,0,0,0,0,0,0.143518519
YIR042C,0,0.143518519,0,0,0,0,0,0.143518519
YJL001W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL002C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJL004C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YJL005W,0.092409497,0.134259259,0,0.012406831,0,0,0,0.134259259
YJL006C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL008C,0,0.018518519,0.358223524,0,0.006633769,0,0,0.358223524
YJL010C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL011C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL012C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YJL013C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL014W,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YJL015C,0,0.143518519,0,0,0,0,0,0.143518519
YJL019W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL020C,0.023818671,0.013888889,0.358223524,0.000330815,0.004975327,0.008532408,0.000118506,0.358223524
YJL023C,0,0.143518519,0,0,0,0,0,0.143518519
YJL024C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YJL025W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL026W,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YJL029C,0,0.143518519,0.232796486,0,0.033410607,0,0,0.232796486
YJL030W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL031C,0,0.143518519,0,0,0,0,0,0.143518519
YJL033W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YJL034W,0.444551094,0.273148148,0.103953148,0.121428308,0.02839461,0.046212486,0.012622855,0.444551094
YJL035C,0,0.143518519,0,0,0,0,0,0.143518519
YJL036W,0,0.143518519,0.543923865,0,0.078063148,0,0,0.543923865
YJL039C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL041W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YJL044C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL045W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YJL047C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL048C,0,0.143518519,0,0,0,0,0,0.143518519
YJL050W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL052W,0,0.074074074,0.358223524,0,0.026535076,0,0,0.358223524
YJL053W,0,0.143518519,0,0,0,0,0,0.143518519
YJL054W,0,0.143518519,0,0,0,0,0,0.143518519
YJL055W,0,0.143518519,0,0,0,0,0,0.143518519
YJL056C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL057C,0,0.143518519,0,0,0,0,0,0.143518519
YJL058C,0,0.143518519,0.528306491,0,0.075821765,0,0,0.528306491
YJL059W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YJL060W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YJL061W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YJL062W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJL064W,0,0.143518519,0,0,0,0,0,0.143518519
YJL065C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL066C,0,0.074074074,0.081747194,0,0.006055348,0,0,0.081747194
YJL067W,0,0.143518519,0,0,0,0,0,0.143518519
YJL068C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL069C,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YJL072C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL074C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL075C,0,0.143518519,0,0,0,0,0,0.143518519
YJL076W,0.023818671,0.134259259,0.39238653,0.003197877,0.052681525,0.009346126,0.001254804,0.39238653
YJL078C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YJL079C,0,0.143518519,0,0,0,0,0,0.143518519
YJL080C,0,0.143518519,0.936310395,0,0.134377881,0,0,0.936310395
YJL081C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL082W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL083W,0,0.143518519,0,0,0,0,0,0.143518519
YJL084C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL085W,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YJL087C,0,0.143518519,0,0,0,0,0,0.143518519
YJL088W,0.13821279,0.074074074,0.358223524,0.010237984,0.026535076,0.049511073,0.003667487,0.358223524
YJL089W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL090C,0.036593597,0.143518519,0.39238653,0.005251859,0.056314734,0.014358835,0.002060759,0.39238653
YJL091C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJL092W,0.1318814,0.134259259,0.39238653,0.017706299,0.052681525,0.051748485,0.006947713,0.39238653
YJL093C,0,0.143518519,0,0,0,0,0,0.143518519
YJL094C,0,0.143518519,0,0,0,0,0,0.143518519
YJL095W,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YJL096W,0,0.143518519,0,0,0,0,0,0.143518519
YJL098W,0,0.074074074,0,0,0,0,0,0.074074074
YJL099W,0,0.143518519,0.128843338,0,0.018491405,0,0,0.143518519
YJL100W,0,0.143518519,0.170082967,0,0.024410056,0,0,0.170082967
YJL102W,0,0.143518519,0,0,0,0,0,0.143518519
YJL106W,0,0.074074074,0,0,0,0,0,0.074074074
YJL107C,0,0.143518519,0,0,0,0,0,0.143518519
YJL108C,0,0.143518519,0,0,0,0,0,0.143518519
YJL109C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL110C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YJL111W,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YJL112W,0,0.143518519,0.439970717,0,0.063143946,0,0,0.439970717
YJL115W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL117W,0,0.143518519,0,0,0,0,0,0.143518519
YJL122W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL123C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL124C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL128C,0,0.074074074,0.358223524,0,0.026535076,0,0,0.358223524
YJL130C,0.268208572,0.273148148,0.358223524,0.073260675,0.097848092,0.09607862,0.026243697,0.358223524
YJL137C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL138C,0.128007267,,0,0,0,0,0,0.128007267
YJL140W,0.047440957,0.143518519,0.750610054,0.006808656,0.107726443,0.035609659,0.005110646,0.750610054
YJL141C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YJL143W,0,0.143518519,0,0,0,0,0,0.143518519
YJL151C,0,0.143518519,0.503416301,0,0.072249562,0,0,0.503416301
YJL152W,0,0.143518519,0,0,0,0,0,0.143518519
YJL153C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL154C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YJL157C,0.043414173,0.013888889,0,0.000602975,0,0,0,0.043414173
YJL158C,0,0.143518519,0,0,0,0,0,0.143518519
YJL159W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YJL162C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YJL163C,0,0.143518519,0,0,0,0,0,0.143518519
YJL164C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YJL165C,0,0.143518519,0,0,0,0,0,0.143518519
YJL166W,0,0.143518519,0,0,0,0,0,0.143518519
YJL167W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YJL168C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL172W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YJL173C,0.023818671,0.074074074,0.39238653,0.001764346,0.029065669,0.009346126,0.000692306,0.39238653
YJL174W,0,0.143518519,0,0,0,0,0,0.143518519
YJL176C,0.032323215,0.143518519,0.39238653,0.00463898,0.056314734,0.012683194,0.001820273,0.39238653
YJL179W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL180C,0,0.143518519,0,0,0,0,0,0.143518519
YJL181W,0,0.143518519,0,0,0,0,0,0.143518519
YJL183W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YJL184W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL185C,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YJL187C,0,0.134259259,0.409712055,0,0.055007637,0,0,0.409712055
YJL189W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJL191W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL192C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJL194W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YJL196C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJL198W,0,0.143518519,0,0,0,0,0,0.143518519
YJL199C,0.08208369,0.143518519,0,0.01178053,0,0,0,0.143518519
YJL200C,0,0.143518519,0,0,0,0,0,0.143518519
YJL203W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL208C,0,0.143518519,0,0,0,0,0,0.143518519
YJL210W,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YJL214W,0,0.143518519,0,0,0,0,0,0.143518519
YJL215C,0,0.143518519,0,0,0,0,0,0.143518519
YJL218W,0.048802385,0.143518519,0,0.007004046,0,0,0,0.143518519
YJL219W,0,0.143518519,0,0,0,0,0,0.143518519
YJL222W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YJL222W-A,0,0.143518519,0,0,0,0,0,0.143518519
YJL225C,0,0.143518519,0,0,0,0,0,0.143518519
YJR001W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YJR002W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR003C,0,0.143518519,0,0,0,0,0,0.143518519
YJR005W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YJR006W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YJR007W,0.030964272,0.134259259,0,0.00415724,0,0,0,0.134259259
YJR009C,0,0.013888889,0.358223524,0,0.004975327,0,0,0.358223524
YJR010C-A,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJR010W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR011C,0,0.143518519,0,0,0,0,0,0.143518519
YJR014W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR015W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJR016C,0,0.143518519,0,0,0,0,0,0.143518519
YJR017C,0.079066279,0.134259259,0.750610054,0.01061538,0.10077635,0.059347944,0.007968011,0.750610054
YJR019C,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YJR020W,0,0.143518519,0,0,0,0,0,0.143518519
YJR021C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR022W,0.29572072,0.134259259,0.750610054,0.039703245,0.10077635,0.221970946,0.029801655,0.750610054
YJR023C,0,0.143518519,0,0,0,0,0,0.143518519
YJR024C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR025C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR027W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR028W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR029W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR030C,0,0.143518519,0,0,0,0,0,0.143518519
YJR031C,0,0.143518519,0.444607125,0,0.063809356,0,0,0.444607125
YJR032W,0.045930466,0.143518519,0,0.006591872,0,0,0,0.143518519
YJR033C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJR034W,0,0.143518519,0,0,0,0,0,0.143518519
YJR035W,0.122496021,0.074074074,0.39238653,0.009073779,0.029065669,0.048065789,0.003560429,0.39238653
