protein,degree,betweenness,closeness,eigenvector,clustering,OS,P_Ci,GO_Nb,essential,phys_1,phys_2,phys_3,phys_4,phys_5,phys_6,phys_7,phys_8,phys_9,phys_10,N_c,Sim_Loc,Ortho_Sim_Loc
YNL281W,6,0.0006282315398768087,0.2698513559372733,0.0017319955164301723,0.0,1.965669988925803,0.5,0.0,0,0.0719,-0.49346,26.10131,4.5567,27.0,16.0,21095.0,0.0,1.22317,0.00026,0.0,0.0,0.5
YNR035C,12,0.00021094164593258877,0.29072357698081425,0.008547806783621313,0.2727272727272727,7.45516458569807,0.0,16.712987012987014,1,0.10234,-0.28713,53.37719,6.33405,44.0,41.0,23755.0,0.0,0.60039,0.00016,0.13471888792096168,0.0,0.5
YOR029W,2,4.535054114605675e-05,0.2556682209362327,0.001553583379434479,0.0,1.9883313885647609,0.0,0.0,0,0.18919,0.31171,48.1064,9.72064,3.0,10.0,27305.0,0.0,2.11321,0.00075,0.0,0.0,0.5
YOR035C,5,0.00016214003070792353,0.26178641129042024,0.0017156632522660363,0.1,2.9101516919486583,0.0,4.4,0,0.07224,-0.02928,48.79303,5.44598,102.0,87.0,40685.0,0.0,0.45432,6e-05,0.0,0.0,0.5
YOR326W,23,0.0009067740378358378,0.3016817272210593,0.01033753550111992,0.05533596837944664,21.682828282828282,0.0,20.723376623376623,1,0.08577,-0.40388,43.33267,5.95331,216.0,196.0,176170.0,0.0,0.97505,3e-05,0.13471888792096168,0.0,0.5
YPL242C,11,0.005709750906198772,0.29072357698081425,0.008006327983288732,0.03636363636363636,5.249448123620309,0.0,5.503987240829346,1,0.09967,-0.42054,50.85039,9.0423,180.0,211.0,154350.0,0.0,0.89308,5e-05,0.13471888792096168,0.0,0.5
YBR109W-A,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,0.0,0.0,0.0,0,0.13514,0.75135,36.48122,9.58759,3.0,7.0,15720.0,0.0,1.83687,0.00112,0.0,0.0,0.0
YGR105W,3,0.000195442938518955,0.22961047274127458,0.0005415277879957534,0.3333333333333333,1.6153071500503524,0.25,2.0,0,0.07792,0.69351,30.10779,5.11932,8.0,6.0,1490.0,0.0,0.17665,0.00061,0.0,0.0,0.5
YBR111W-A,4,0.0,0.23693985272332133,0.0004127365323533286,1.0,0.0,0.3333333333333333,2.1022727272727275,0,0.05208,-0.49583,24.86458,4.50665,17.0,10.0,8480.0,0.0,0.76504,0.00041,0.0,0.0,0.0
YPL047W,4,0.0,0.23693985272332133,0.0004127365323533286,1.0,0.0,1.0,4.125,0,0.05051,-0.6101,51.28384,6.70819,11.0,11.0,6335.0,0.0,0.56139,0.00059,0.0,0.0,0.0
YBR112C,11,0.00024269517673758807,0.27485490842544036,0.0029172224833690667,0.05454545454545454,9.706948640483384,1.0,4.790909090909091,1,0.05487,-0.8383,61.72527,4.91473,102.0,60.0,103305.0,0.0,0.96366,5e-05,0.13471888792096168,0.1187244606175494,0.5061154367358246
YCR096C,7,0.00023873369758031958,0.2648585994442751,0.0015148058347506932,0.14285714285714285,5.223232323232323,1.0,2.192513368983957,1,0.06723,-0.90672,39.84958,9.94098,14.0,23.0,15470.0,0.0,1.11441,0.00072,0.13471888792096168,0.1187244606175494,0.5113650373246349
YDR043C,2,1.4260013253933658e-07,0.24744814923386768,0.001046493520718823,0.0,1.7530487804878048,1.0,0.0,0,0.08658,-1.02554,51.4455,8.98615,25.0,32.0,24255.0,0.0,0.90698,0.00034,0.0,0.0,0.5
YGL162W,2,3.6349063318985325e-06,0.25144685966512864,0.0005948457389397756,0.0,1.7484848484848485,0.5,0.0,0,0.05351,-0.38562,50.1709,9.48309,29.0,44.0,18420.0,0.0,0.55497,0.00029,0.0,0.0,0.5
YMR240C,24,0.0004585883383448799,0.3004515546706256,0.010472170898019004,0.16666666666666666,23.03733602421796,1.0,62.39430014430014,1,0.06422,-1.00872,45.60115,8.66876,71.0,76.0,49890.0,0.0,0.99279,0.00017,0.13471888792096168,0.1187244606175494,0.5025767836283835
YNL167C,3,5.275085879105033e-07,0.24381168494828967,0.0007660459132299165,0.3333333333333333,2.713705583756345,1.0,2.8,0,0.04328,-0.81376,54.8175,9.32623,53.0,65.0,18255.0,0.0,0.26008,0.00013,0.0,0.0,0.5
YPL181W,10,0.00019377808934415992,0.2776575298247355,0.003768966810743171,0.2,9.354545454545455,1.0,19.958333333333336,0,0.04348,-1.19387,52.12075,4.80511,103.0,73.0,37775.0,0.0,0.66211,8e-05,0.0,0.0,0.5
YBR113W,1,0.0,0.24693593522362509,0.001387479204995043,0.0,1.0,0.0,0.0,0,0.09375,0.29625,41.2,9.73639,9.0,24.0,16595.0,0.0,0.91697,0.00054,0.0,0.0,0.5
YCR028C-A,6,1.984553891793459e-05,0.2557465226730311,0.0014760838703926295,0.2,4.818633540372671,0.0,2.5,0,0.11111,-0.68148,27.69259,7.92401,17.0,18.0,14440.0,0.0,0.93852,0.00052,0.0,0.0,0.5
YDR453C,9,0.0002198392472266238,0.29535075015841505,0.012392255703748013,0.0,8.063874345549738,0.0,0.0,0,0.09694,-0.10459,21.53622,6.7431,24.0,24.0,24200.0,0.0,1.11961,0.00031,0.0,0.0,0.5
YFL018C,49,0.002279252838952084,0.3282664040940413,0.04655187496868261,0.01870748299319728,48.56927710843374,0.0,25.714072039072047,0,0.05611,-0.18116,32.78377,8.07428,62.0,64.0,21025.0,0.0,0.38928,0.00015,0.0,0.0,0.5
YGR193C,6,9.012999243850756e-05,0.2638126645791572,0.004408036642962447,0.13333333333333333,6.0,0.0,2.25,0,0.06829,-0.41049,31.57463,5.5484,59.0,53.0,22140.0,0.0,0.48808,0.00012,0.0,0.0,0.5
YJR052W,11,0.00015568765045388997,0.29458667248867315,0.01479476503191387,0.16363636363636364,9.193158953722333,0.0,19.982142857142858,0,0.06195,-0.39186,49.18602,5.32794,84.0,71.0,34265.0,0.0,0.53727,8e-05,0.0,0.0,0.5
YKL112W,5,2.2820149643850125e-05,0.2668617909820162,0.0032224020460388317,0.6,4.842931937172775,1.0,5.055555555555555,1,0.04651,-1.14391,39.271,4.86053,128.0,68.0,38195.0,0.0,0.46721,6e-05,0.13471888792096168,0.1187244606175494,0.5122574983664605
YMR190C,6,1.465338129822051e-05,0.2578126029477901,0.0023289907642606526,0.13333333333333333,5.6233230134158925,0.3333333333333333,0.0,0,0.06634,-0.7557,45.89848,5.92914,208.0,186.0,94850.0,0.0,0.57894,4e-05,0.0,0.0,0.5
YMR201C,17,0.0006076699198306426,0.29522892732822775,0.0124825692032305,0.11764705882352941,16.046417759838548,1.0,34.2,0,0.06739,-1.10701,51.59164,6.90704,66.0,65.0,32400.0,0.0,0.75283,0.00016,0.0,0.0,0.5
YMR226C,12,0.0001448684506459197,0.29594389401579163,0.01690317050066104,0.030303030303030304,10.519052523171988,0.5,39.0,0,0.05993,-0.12172,25.66704,6.3465,33.0,32.0,9065.0,0.0,0.31089,0.00022,0.0,0.0,0.5
YMR315W,3,0.00010902192514655986,0.26221112234076577,0.002221849095059546,0.0,2.740394600207684,0.0,0.0,0,0.08883,-0.17736,22.37507,6.16522,45.0,41.0,24660.0,0.0,0.6453,0.00016,0.0,0.0,0.5
YOL097C,1,0.0,0.23723154004201483,0.00067245591911083,0.0,1.0,0.0,0.0,1,0.11574,-0.45208,34.87919,6.35114,63.0,60.0,35130.0,0.0,0.71186,0.00013,0.13471888792096168,0.0,0.5
YOR332W,16,0.00039720406103408774,0.29592641460559643,0.01197422224051149,0.15833333333333333,13.152879581151833,0.0,41.333333333333336,0,0.04292,-0.52918,40.60858,5.33356,41.0,37.0,7450.0,0.0,0.28144,0.0002,0.0,0.0,0.5
YPL154C,4,0.0003087891472089219,0.26544795367880014,0.0019793489264089696,0.0,2.8764397905759163,0.0,0.0,0,0.12099,-0.18519,26.34968,4.70355,53.0,30.0,53790.0,0.0,1.20881,0.00011,0.0,0.0,0.5
YGL154C,4,6.651383121346438e-05,0.2402344709286226,0.0003071262765955116,0.0,3.8932874354561102,0.0,0.0,0,0.12132,0.07316,27.60257,4.69403,35.0,23.0,27930.0,0.0,0.91028,0.00015,0.0,0.0,0.5
YBR116C,2,3.1174923632897246e-05,0.23478585406220023,0.0003074146097403417,0.0,0.0,0.0,0.0,0,0.13143,0.20457,54.84863,9.03937,11.0,19.0,26690.0,0.0,1.32034,0.00045,0.0,0.0,0.0
YBR117C,3,3.538061525588295e-05,0.2613767085235199,0.00130509753414886,0.0,2.3823204419889503,0.0,0.0,0,0.09985,-0.3511,35.40429,5.75226,82.0,68.0,93085.0,0.0,1.24066,8e-05,0.0,0.0,0.5
YPR074C,3,1.2616192570943454e-05,0.26669133580067883,0.003902355647413084,0.0,2.3977154724818277,0.0,0.0,0,0.09265,-0.2125,31.1734,6.51251,69.0,65.0,88490.0,0.0,1.19898,9e-05,0.0,0.0,0.5
YCR094W,5,4.9182805269104176e-05,0.29484670897942405,0.008120191956833013,0.0,4.578203834510595,0.0,0.0,0,0.11765,-0.42148,39.2512,7.58795,46.0,47.0,60570.0,0.0,1.34654,0.00017,0.0,0.0,0.5
YDL220C,19,0.00032914090045635196,0.29880308478574386,0.018688953706874515,0.04678362573099415,17.732593340060546,0.0,21.333333333333336,1,0.08983,-0.38593,48.70748,6.14484,117.0,107.0,66220.0,0.0,0.63125,6e-05,0.13471888792096168,0.0,0.5
YDR522C,2,0.0,0.2674601038641623,0.004079135457347151,1.0,1.9277238403451995,0.0,7.46969696969697,0,0.07171,-0.17311,41.06175,6.59088,61.0,60.0,27430.0,0.0,0.49036,0.00012,0.0,0.0,0.5
YFL014W,4,1.7982328906887122e-06,0.27573221758226585,0.005305561084667199,0.0,2.6348837209302327,0.0,0.0,0,0.05505,-1.20917,26.71009,5.22028,22.0,18.0,5960.0,0.0,0.50973,0.00045,0.0,0.0,0.5
YGR173W,13,0.0005064843933122161,0.29842933621343454,0.01888681622130971,0.0,11.443548387096774,0.0,0.0,0,0.06522,-0.36196,34.7962,8.71539,48.0,53.0,32485.0,0.0,0.79221,0.00021,0.0,0.0,0.5
YGR280C,8,8.239425073373205e-05,0.29095993761250594,0.005688489869659915,0.03571428571428571,4.598705501618123,0.5,0.0,1,0.05166,-1.44354,33.61993,9.87933,46.0,73.0,29115.0,0.0,0.92986,0.00032,0.13471888792096168,0.10612484556922272,0.5115385563972167
YHR014W,8,1.129675774511295e-05,0.2908585931549607,0.012863480137584872,0.07142857142857142,7.27116935483871,1.0,16.133333333333333,1,0.08935,-0.91821,55.93883,9.58698,29.0,42.0,20985.0,0.0,0.63029,0.00029,0.13471888792096168,0.1187244606175494,0.5081640555200755
YHR111W,4,9.284816365083054e-06,0.2785993174870636,0.005413698048450051,0.16666666666666666,1.9277238403451995,0.0,3.633333333333333,0,0.08636,-0.28795,37.35389,6.12323,53.0,49.0,34405.0,0.0,0.69701,0.00012,0.0,0.0,0.5
YHR188C,20,0.0011545878491764589,0.3081762901763656,0.01802956275956329,0.06315789473684211,17.41876892028254,0.5,73.66666666666666,1,0.10492,-0.16869,40.45656,5.13434,72.0,52.0,76290.0,0.0,1.10934,7e-05,0.13471888792096168,0.10612484556922272,0.5030462785876231
YKL021C,7,2.421046634389868e-05,0.28171662219214805,0.006954159560914885,0.38095238095238093,6.175836030204962,0.3333333333333333,13.864775575301891,1,0.08213,-0.5244,38.09498,6.74603,62.0,60.0,51755.0,0.0,1.09441,0.00014,0.13471888792096168,0.09594291819257511,0.5077676056912243
YKL166C,27,0.0006059214154299658,0.30772203204074144,0.02834409259341979,0.10541310541310542,23.45679012345679,0.0,84.95963203463207,1,0.11558,-0.50427,34.40033,5.92596,52.0,45.0,59290.0,0.0,1.28957,0.00013,0.13471888792096168,0.0,0.5
YLR024C,3,3.819130695875102e-05,0.28514769368205295,0.00479120448424479,0.0,2.8187702265372168,0.0,0.0,0,0.11485,-0.33574,41.44362,5.93182,236.0,207.0,237400.0,0.0,1.09514,3e-05,0.0,0.0,0.5
YLR216C,28,0.001840008526450648,0.30651719843921155,0.025382369301361635,0.07142857142857142,26.589430894308943,0.0,83.86666666666666,0,0.09164,-0.55633,26.8876,5.83575,57.0,52.0,21735.0,0.0,0.51662,0.00014,0.0,0.0,0.5
YLR262C,18,0.0006277263209971048,0.2993922991148702,0.01319615112934104,0.0784313725490196,8.040082219938334,0.0,18.056277056277057,0,0.08837,-0.55395,43.70279,5.66229,33.0,31.0,23295.0,0.0,0.95423,0.00023,0.0,0.0,0.5
YLR306W,7,2.6391092563432076e-05,0.28748738384710537,0.00981376764044194,0.047619047619047616,6.649746192893401,0.0,3.0416666666666665,0,0.06383,-0.38777,59.57287,5.49774,26.0,23.0,13325.0,0.0,0.62845,0.00026,0.0,0.0,0.5
YMR022W,14,0.00011232879245716681,0.2973313231076703,0.021185026392226348,0.06593406593406594,11.96774193548387,0.3333333333333333,9.476190476190476,0,0.07879,-0.28606,75.24667,5.05548,21.0,16.0,22835.0,0.0,1.23298,0.00027,0.0,0.0,0.5
YNL271C,20,0.0008055715993770605,0.3177127536897497,0.017560826297980683,0.12631578947368421,18.494855967078188,0.0,111.94944178628388,0,0.05735,-0.72586,46.83395,6.13055,285.0,265.0,118830.0,0.0,0.54095,3e-05,0.0,0.0,0.5
YOL128C,16,0.000424446447864576,0.2947426393133333,0.017065616197236094,0.016666666666666666,12.609879032258064,0.0,0.4,0,0.112,-0.31707,51.33683,7.18719,44.0,44.0,38110.0,0.0,0.88207,0.00017,0.0,0.0,0.5
YOR339C,4,5.402572696247001e-07,0.2790959294611939,0.00770897347374888,0.0,3.7937915742793793,0.0,0.0,0,0.10897,-0.28846,47.66667,4.71088,22.0,14.0,34295.0,0.0,1.93178,0.00027,0.0,0.0,0.5
YPL048W,1,0.0,0.258597683906444,0.0022345646603413013,0.0,1.0,0.5,0.0,0,0.12048,-0.46554,29.73157,8.42938,54.0,57.0,89060.0,0.0,1.89139,0.00018,0.0,0.0,0.5
YPL236C,3,2.8985556425406432e-06,0.2704193720686179,0.004694534394657132,0.0,3.0,0.0,0.0,0,0.07418,-0.09286,43.41514,5.0285,42.0,32.0,33110.0,0.0,0.81255,0.00012,0.0,0.0,0.5
YPR017C,15,0.0003548191213371588,0.30131886731340823,0.014774042591562207,0.05714285714285714,14.017489711934155,0.0,27.0,0,0.06993,-0.24615,39.16713,5.15057,21.0,16.0,14730.0,0.0,0.91342,0.00032,0.0,0.0,0.5
YBR119W,18,0.00016004558084941513,0.27222657569613434,0.003138176225721271,0.27450980392156865,7.354101765316718,1.0,55.25,0,0.05034,-0.67248,46.61577,10.15704,30.0,57.0,10555.0,0.0,0.30703,0.0003,0.0,0.0,0.5
YDR110W,11,0.0003755207162113851,0.28755338186910884,0.0062293800114447545,0.05454545454545454,8.928057553956835,0.5,4.083333333333333,0,0.09364,-0.75742,47.93269,5.84186,89.0,79.0,57855.0,0.0,0.88575,9e-05,0.0,0.0,0.5
YDR235W,12,0.00013481345862600906,0.2800475169463615,0.0032650170860406163,0.3787878787878788,6.186726659167604,1.0,48.0,1,0.15441,-0.31471,41.12191,8.2392,66.0,70.0,133840.0,0.0,2.05451,0.00013,0.13471888792096168,0.1187244606175494,0.5095950950444547
YDR240C,10,4.067354790088427e-05,0.27663041771683705,0.003790680553495321,0.6666666666666666,6.453318335208099,1.0,33.6,1,0.09756,-0.55508,54.42626,9.37543,46.0,64.0,50280.0,0.0,0.88995,0.00017,0.13471888792096168,0.1187244606175494,0.5091987140917729
YGR013W,18,0.0006369199366470658,0.2694450188592284,0.0032288238927489863,0.48366013071895425,8.194600674915636,0.5,44.08174603174603,1,0.06935,-0.92871,48.53727,4.87299,128.0,85.0,40840.0,0.0,0.57214,7e-05,0.13471888792096168,0.10612484556922272,0.5064752908518215
YHR086W,22,0.0003951646588403271,0.2958739887615066,0.006908941648339233,0.27705627705627706,21.334412081984897,0.0,48.513888888888886,1,0.08987,-0.45239,32.44725,8.59113,29.0,33.0,56560.0,0.0,0.99278,0.00015,0.13471888792096168,0.0,0.5
YKL012W,14,0.00011776750149448214,0.27638626024312407,0.003354565827679265,0.32967032967032966,8.437570303712036,1.0,18.0,1,0.09777,-0.93122,40.73911,8.91583,91.0,99.0,107385.0,0.0,1.55486,0.00013,0.13471888792096168,0.1187244606175494,0.507035464970604
YLR223C,6,0.00010494292392330039,0.2828138476906386,0.003540607667312629,0.06666666666666667,1.6324435318275154,1.0,11.5,1,0.05161,-1.26267,53.71707,4.51776,250.0,136.0,56980.0,0.0,0.46518,4e-05,0.13471888792096168,0.1187244606175494,0.5363640329061299
YLR298C,14,1.0290734715605419e-05,0.26831950547246575,0.0024195889907228543,0.6263736263736264,5.524184476940382,1.0,32.32222222222222,1,0.07359,-1.13463,54.38316,10.11285,22.0,49.0,22390.0,0.0,0.8279,0.00037,0.13471888792096168,0.1187244606175494,0.5107458812348811
YLR449W,11,0.0002456547214353898,0.2848073059167436,0.007221776900339556,0.2,10.075804776739357,1.0,14.047619047619047,0,0.05612,-1.04923,56.59337,4.58148,94.0,59.0,23505.0,0.0,0.53539,0.0001,0.0,0.0,0.5
YML016C,23,0.0012002369047010167,0.30317863522251925,0.019936620890540505,0.043478260869565216,21.577620967741936,0.0,15.15277777777778,0,0.07514,-0.82832,54.31288,8.50665,77.0,83.0,56280.0,0.0,0.72629,0.00011,0.0,0.0,0.5
YML046W,12,0.0001274646115195488,0.27414806991066715,0.003235730240917211,0.3181818181818182,6.786276715410573,1.0,21.75,1,0.13355,-0.35151,39.05169,8.50104,73.0,78.0,131960.0,0.0,1.76542,0.00011,0.13471888792096168,0.1187244606175494,0.5087473931285431
YNL227C,5,1.4084757388796588e-05,0.2593741329237124,0.001753959272373921,0.1,0.0,1.0,2.446428571428571,0,0.08983,-1.09542,48.91053,5.92291,115.0,107.0,69510.0,0.0,1.01058,9e-05,0.0,0.0,0.0
YNL277W,3,2.9199213545622143e-06,0.23239008004115735,0.00026383217365553616,0.0,1.0,0.0,0.0,0,0.08436,-0.26399,38.86132,5.43317,57.0,46.0,68715.0,0.0,1.28059,0.0001,0.0,0.0,0.5
YPL178W,21,0.000385574327067959,0.29379207961107967,0.008254848727026363,0.21428571428571427,15.834941050375134,0.3333333333333333,82.25,0,0.12019,-0.70337,47.28659,5.01605,34.0,27.0,13910.0,0.0,0.58509,0.00021,0.0,0.0,0.5
YJR082C,17,0.001015370539994483,0.27096047405155765,0.001643730001529303,0.0,6.81311475409836,1.0,0.0,0,0.09735,-1.33628,49.17434,5.94476,17.0,12.0,7450.0,0.0,0.57776,0.00046,0.0,0.0,0.5
YBR122C,5,0.0009398647902051031,0.2872566291530417,0.002540847097098734,0.0,4.788306451612903,0.0,0.0,0,0.0678,-0.93164,53.20791,9.71893,24.0,34.0,12950.0,0.0,0.64458,0.00048,0.0,0.0,0.5
YDR362C,3,7.705656775956328e-05,0.2662803000471595,0.0030274073484947623,0.0,1.3341772151898734,1.0,0.0,1,0.08631,-0.31592,38.02146,6.15497,87.0,80.0,68645.0,0.0,0.91885,8e-05,0.13471888792096168,0.1187244606175494,0.5444935122807705
YGR047C,8,0.0007320794866539394,0.25942785303615973,0.001159783726276877,0.10714285714285714,6.180451127819549,1.0,0.0,1,0.11024,-0.5759,40.09903,5.13934,181.0,142.0,137615.0,0.0,1.14462,4e-05,0.13471888792096168,0.1187244606175494,0.5096048377506899
YGR246C,5,2.1159274740762454e-05,0.2430311469580594,0.00048318448870829177,0.3,3.5118483412322274,1.0,1.7,1,0.0604,-0.62819,45.59096,6.47943,94.0,90.0,34015.0,0.0,0.5084,0.0001,0.13471888792096168,0.1187244606175494,0.5169034151081666
YPL007C,1,0.0,0.19876741086552754,1.3708163384586591e-05,0.0,1.0,1.0,0.0,1,0.11395,-0.24082,33.0626,5.86932,69.0,61.0,105865.0,0.0,1.56414,9e-05,0.13471888792096168,0.1187244606175494,0.5593622303087747
YBR124W,1,0.0,0.25054156044041165,0.0007961446297148831,0.0,0.0,0.0,0.0,1,0.14286,0.50168,40.78067,8.74762,8.0,11.0,17460.0,0.0,1.32079,0.00066,0.13471888792096168,0.0,0.0
YBR125C,7,0.0002399625824255029,0.2890964240775115,0.005941399154282527,0.047619047619047616,6.310699588477366,0.0,2.5,0,0.09924,-0.39262,32.36746,6.94415,42.0,41.0,39725.0,0.0,0.89926,0.00016,0.0,0.0,0.5
YDR186C,1,0.0,0.22386533781722678,0.00014631306258658974,0.0,1.0,0.0,0.0,0,0.07412,-0.81836,44.2552,5.17889,116.0,92.0,62355.0,0.0,0.63414,5e-05,0.0,0.0,0.5
YBR265W,3,0.00020008135572428186,0.2353814772943415,0.000488815693974567,0.0,1.0,0.5,0.0,1,0.1,-0.05031,44.01444,5.92999,38.0,34.0,41130.0,0.0,1.14339,0.00016,0.13471888792096168,0.10612484556922272,0.5530624227846114
YDR028C,8,7.89044400796066e-05,0.2847587454212761,0.009193293858350453,0.42857142857142855,7.609007164790174,1.0,10.460317460317462,0,0.0572,-1.10819,49.92051,4.89459,169.0,108.0,93545.0,0.0,0.83067,4e-05,0.0,0.0,0.5
YFL033C,14,0.00015286703835979377,0.2993565230141216,0.016428048841207094,0.10989010989010989,13.522177419354838,0.5,14.725,0,0.06723,-0.59153,47.48188,6.01495,205.0,180.0,126445.0,0.0,0.64339,3e-05,0.0,0.0,0.5
YIL177C,1,0.0,0.23390896945319106,0.0004706221889641572,0.0,1.0,0.0,0.0,0,0.08646,-0.43072,36.9258,7.29938,211.0,211.0,196745.0,0.0,0.99613,4e-05,0.0,0.0,0.5
YIR032C,1,0.0,0.23390896945319106,0.0004706221889641572,0.0,1.0,0.0,0.0,0,0.07179,-0.21538,26.02256,5.23163,25.0,17.0,19075.0,0.0,0.87796,0.00024,0.0,0.0,0.5
YLR411W,4,0.00033204269102559986,0.2542411389702823,0.0008918068274208462,0.0,2.568868980963046,0.0,0.0,0,0.13693,0.061,43.78224,7.93915,24.0,26.0,59245.0,0.0,2.15173,0.00029,0.0,0.0,0.5
YML100W,5,1.1178676512835804e-05,0.2571246087286951,0.0011890194468913982,0.2,2.699763593380615,0.0,1.2,0,0.07923,-0.39654,45.27169,6.17023,123.0,111.0,118565.0,0.0,0.96381,5e-05,0.0,0.0,0.5
YMR251W,1,0.0,0.23390896945319106,0.0004706221889641572,0.0,1.0,0.0,0.0,0,0.12568,-0.54645,29.83637,7.16803,48.0,48.0,79925.0,0.0,1.88492,0.00017,0.0,0.0,0.5
YMR261C,2,0.0,0.2378283631123251,0.0005226053517575489,1.0,1.0,0.0,0.0,0,0.09393,-0.35664,45.68682,5.94086,128.0,110.0,126765.0,0.0,1.06674,5e-05,0.0,0.0,0.5
YOR089C,32,0.0009818402248162295,0.30233708216795513,0.022012600945066026,0.034274193548387094,27.268415741675074,0.0,33.221428571428575,0,0.06667,-0.34524,22.42667,5.25189,30.0,24.0,15720.0,0.0,0.68109,0.00023,0.0,0.0,0.5
YPR035W,1,0.0,0.23390896945319106,0.0004706221889641572,0.0,1.0,0.0,0.0,1,0.11081,-0.57378,44.35162,5.91876,50.0,43.0,70665.0,0.0,1.69195,0.00014,0.13471888792096168,0.0,0.5
YBR203W,8,8.083640324724451e-05,0.28853038443347845,0.010408860540534554,0.03571428571428571,6.3756558237145855,0.0,28.0,0,0.08117,-0.68864,47.19492,9.65253,94.0,139.0,106005.0,0.0,1.0133,9e-05,0.0,0.0,0.5
YDR092W,16,0.00030556441726510374,0.2994638769761134,0.020464045449016418,0.016666666666666666,15.575604838709678,0.0,0.0,0,0.07843,-0.52941,41.73529,5.30878,24.0,20.0,25565.0,0.0,1.46355,0.0003,0.0,0.0,0.5
YDR138W,17,0.00020889154251888653,0.3091460557590765,0.02170583871821706,0.08088235294117647,15.63608870967742,1.0,5.050757575757576,0,0.10771,-0.72287,49.65977,5.18475,124.0,102.0,97595.0,0.0,1.11121,6e-05,0.0,0.0,0.5
YDR202C,6,9.348845313929531e-07,0.273385176280207,0.00517518779673342,0.8,3.4559386973180075,0.0,49.0,0,0.07123,-0.20427,46.41339,5.94562,42.0,38.0,18085.0,0.0,0.45194,0.00015,0.0,0.0,0.5
YGR188C,10,6.569251728609094e-05,0.2932246810842953,0.01180320999362615,0.022222222222222223,9.184661957618568,1.0,9.0,0,0.09207,-0.68208,41.95751,6.28265,139.0,131.0,115475.0,0.0,0.97971,5e-05,0.0,0.0,0.5
YHR039C-A,7,0.00015483250185408575,0.2734000941660675,0.004375575842212904,0.3333333333333333,5.325139664804469,0.0,9.517316017316018,0,0.02632,-0.76228,28.92105,8.96136,21.0,24.0,2980.0,0.0,0.23441,0.0007,0.0,0.0,0.5
YJR033C,8,0.00020584538088516753,0.2906392555071265,0.007083965610007447,0.42857142857142855,5.061988304093568,0.0,31.889126559714796,0,0.08843,-0.29941,41.1712,8.47687,150.0,161.0,200685.0,0.0,1.29532,5e-05,0.0,0.0,0.5
YKL080W,9,0.00016132220844867562,0.29542040835420713,0.011266988968230945,0.19444444444444445,7.090909090909091,0.0,48.0,0,0.09694,-0.2102,29.65255,6.22284,49.0,46.0,37485.0,0.0,0.84831,0.00014,0.0,0.0,0.5
YMR054W,15,0.00055171564294179,0.28904639008234406,0.00665855412850568,0.1523809523809524,13.025917926565874,0.0,24.83333333333333,0,0.11348,-0.05472,38.05022,5.22211,111.0,81.0,128075.0,0.0,1.25984,5e-05,0.0,0.0,0.5
YMR093W,16,0.0001064372848655089,0.29964297145430013,0.012743842288337774,0.15833333333333333,8.833508956796628,0.5,26.266666666666666,1,0.08187,-0.42534,42.26628,9.35358,51.0,64.0,61475.0,0.0,1.06569,0.00016,0.13471888792096168,0.10612484556922272,0.5060069473007988
YOR270C,13,0.00018377294696722974,0.2861083900004199,0.0056760832345197085,0.2564102564102564,4.979721166032953,0.0,25.33257575757576,0,0.12262,0.00048,30.76181,5.28424,103.0,76.0,135525.0,0.0,1.4187,6e-05,0.0,0.0,0.5
YBR128C,5,0.00022853233326045405,0.263993367705746,0.0015854020885131541,0.0,3.5554347826086956,0.0,0.0,0,0.0843,-0.28227,39.73637,9.33466,34.0,49.0,47995.0,0.0,1.18643,0.00023,0.0,0.0,0.5
YDR162C,26,0.0012171495511380096,0.2969964508409812,0.007534812158569613,0.018461538461538463,9.15267175572519,0.0,13.899080086580089,0,0.08051,-0.84153,41.11275,4.02411,55.0,17.0,28880.0,0.0,1.08693,0.00015,0.0,0.0,0.5
YPL120W,4,3.181901588200923e-05,0.25569431618715754,0.0006326898963412061,0.0,2.4793510324483776,0.0,0.0,0,0.05745,-0.64201,39.94542,4.94879,81.0,61.0,40630.0,0.0,0.64227,8e-05,0.0,0.0,0.5
YBR129C,2,2.686197081906763e-06,0.26042570433428724,0.0028523110661825236,0.0,1.9829545454545454,0.0,0.0,0,0.09451,-0.71067,26.79881,8.17303,45.0,47.0,46910.0,0.0,1.24301,0.00022,0.0,0.0,0.5
YJL071W,2,8.462269895473791e-05,0.23849629311154574,0.0004044848615988192,0.0,1.0,0.0,0.0,0,0.09408,-0.38153,45.27632,8.94513,67.0,76.0,57925.0,0.0,0.88288,0.00014,0.0,0.0,0.5
YLR092W,2,1.2335793757572703e-05,0.27434321446023946,0.0013787975321589282,0.0,1.242014742014742,0.0,0.0,0,0.11646,-0.0617,35.20809,6.22516,91.0,84.0,157830.0,0.0,1.58385,6e-05,0.0,0.0,0.5
YBR131W,3,4.399658263984821e-06,0.22174508190694195,0.0001143501188870593,0.0,0.0,0.0,0.0,0,0.11222,-0.45739,42.50401,5.11346,89.0,67.0,108510.0,0.0,1.34409,6e-05,0.0,0.0,0.0
YGL124C,6,0.00021355201116818415,0.2684776618630025,0.002321590968373198,0.13333333333333333,1.0,0.0,0.0,0,0.09472,-0.34208,36.23214,6.92084,73.0,72.0,53425.0,0.0,0.7271,9e-05,0.0,0.0,0.5
